directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,test_to_log,cursor_visibility,rotation,trial_type,target_angle,example_object_movement_filename
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,301,7,5,1106.345,1109.544,A,True,-30,rotated_2_2,50,example_object_movement_T301.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,302,7,6,1109.544,1112.545,A,True,-30,rotated_2_2,40,example_object_movement_T302.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,303,7,7,1112.545,1115.9,A,True,-30,rotated_2_2,40,example_object_movement_T303.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,304,7,8,1115.9,1119.423,A,True,-30,rotated_2_2,50,example_object_movement_T304.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,305,7,9,1119.423,1122.289,A,True,-30,rotated_2_2,40,example_object_movement_T305.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,306,7,10,1122.289,1124.989,A,True,-30,rotated_2_2,50,example_object_movement_T306.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,307,7,11,1124.989,1127.745,A,True,-30,rotated_2_2,50,example_object_movement_T307.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,308,7,12,1127.745,1130.545,A,True,-30,rotated_2_2,40,example_object_movement_T308.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,309,8,1,1130.545,1133.267,A,False,0,clamped_2,40,example_object_movement_T309.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,310,8,2,1133.267,1136.845,A,False,0,clamped_2,50,example_object_movement_T310.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,311,8,3,1136.845,1139.523,A,False,0,clamped_2,40,example_object_movement_T311.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,312,8,4,1139.523,1142.045,A,False,0,clamped_2,50,example_object_movement_T312.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,313,8,5,1142.045,1145.489,A,False,0,clamped_2,50,example_object_movement_T313.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,314,8,6,1145.489,1148.289,A,False,0,clamped_2,40,example_object_movement_T314.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,315,8,7,1148.289,1151.145,A,False,0,clamped_2,40,example_object_movement_T315.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,316,8,8,1151.145,1153.79,A,False,0,clamped_2,50,example_object_movement_T316.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,317,8,9,1153.79,1156.39,A,False,0,clamped_2,50,example_object_movement_T317.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,318,8,10,1156.39,1158.901,A,False,0,clamped_2,40,example_object_movement_T318.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,319,8,11,1158.901,1162.145,A,False,0,clamped_2,40,example_object_movement_T319.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,320,8,12,1162.145,1164.801,A,False,0,clamped_2,50,example_object_movement_T320.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,321,8,13,1164.801,1168.123,A,False,0,clamped_2,40,example_object_movement_T321.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,322,8,14,1168.123,1170.501,A,False,0,clamped_2,50,example_object_movement_T322.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,323,8,15,1170.501,1173.29,A,False,0,clamped_2,40,example_object_movement_T323.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,324,8,16,1173.29,1175.901,A,False,0,clamped_2,50,example_object_movement_T324.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,325,8,17,1175.901,1178.767,A,False,0,clamped_2,50,example_object_movement_T325.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,326,8,18,1178.767,1181.268,A,False,0,clamped_2,40,example_object_movement_T326.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,327,8,19,1181.268,1183.768,A,False,0,clamped_2,40,example_object_movement_T327.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,328,8,20,1183.768,1186.39,A,False,0,clamped_2,50,example_object_movement_T328.csv
